"","disorder","sex","age","CIF","CIF_lb","CIF_ub","IR","IR_lb","IR_ub","disorder_group","disorder_full"
"1083","SRD","M",53.5,4.08,4.05,4.1,3.21,3.07,3.36,"Broad category","Schizophrenia and related disorders"
"1084","SRD","M",54,4.09,4.07,4.11,3.08,2.95,3.22,"Broad category","Schizophrenia and related disorders"
"1085","SRD","M",54.5,4.11,4.08,4.13,2.96,2.84,3.09,"Broad category","Schizophrenia and related disorders"
"1086","SRD","M",55,4.12,4.1,4.14,2.84,2.72,2.95,"Broad category","Schizophrenia and related disorders"
"1087","SRD","M",55.5,4.13,4.11,4.16,2.72,2.61,2.83,"Broad category","Schizophrenia and related disorders"
"1088","SRD","M",56,4.15,4.12,4.17,2.6,2.5,2.71,"Broad category","Schizophrenia and related disorders"
"1089","SRD","M",56.5,4.16,4.14,4.19,2.5,2.4,2.6,"Broad category","Schizophrenia and related disorders"
"1090","SRD","M",57,4.17,4.15,4.2,2.4,2.3,2.5,"Broad category","Schizophrenia and related disorders"
"1091","SRD","M",57.5,4.18,4.16,4.21,2.31,2.21,2.41,"Broad category","Schizophrenia and related disorders"
"1092","SRD","M",58,4.2,4.17,4.22,2.23,2.13,2.32,"Broad category","Schizophrenia and related disorders"
"1093","SRD","M",58.5,4.21,4.19,4.23,2.15,2.06,2.25,"Broad category","Schizophrenia and related disorders"
"1094","SRD","M",59,4.22,4.2,4.24,2.09,1.99,2.19,"Broad category","Schizophrenia and related disorders"
"1095","SRD","M",59.5,4.23,4.21,4.25,2.03,1.94,2.13,"Broad category","Schizophrenia and related disorders"
"1096","SRD","M",60,4.24,4.22,4.26,1.99,1.89,2.09,"Broad category","Schizophrenia and related disorders"
"1097","SRD","M",60.5,4.25,4.23,4.27,1.95,1.86,2.05,"Broad category","Schizophrenia and related disorders"
"1098","SRD","M",61,4.26,4.23,4.28,1.92,1.83,2.02,"Broad category","Schizophrenia and related disorders"
"1099","SRD","M",61.5,4.27,4.24,4.29,1.9,1.81,2,"Broad category","Schizophrenia and related disorders"
"1100","SRD","M",62,4.28,4.25,4.3,1.89,1.8,1.99,"Broad category","Schizophrenia and related disorders"
"1101","SRD","M",62.5,4.28,4.26,4.31,1.89,1.8,1.98,"Broad category","Schizophrenia and related disorders"
"1102","SRD","M",63,4.29,4.27,4.32,1.89,1.8,1.99,"Broad category","Schizophrenia and related disorders"
"1103","SRD","M",63.5,4.3,4.28,4.32,1.9,1.81,1.99,"Broad category","Schizophrenia and related disorders"
"1104","SRD","M",64,4.31,4.28,4.33,1.91,1.82,2,"Broad category","Schizophrenia and related disorders"
"1105","SRD","M",64.5,4.31,4.29,4.34,1.92,1.83,2.02,"Broad category","Schizophrenia and related disorders"
"1106","SRD","M",65,4.32,4.3,4.35,1.95,1.85,2.05,"Broad category","Schizophrenia and related disorders"
"1107","SRD","M",65.5,4.33,4.3,4.35,1.97,1.87,2.08,"Broad category","Schizophrenia and related disorders"
"1108","SRD","M",66,4.34,4.31,4.36,2,1.89,2.11,"Broad category","Schizophrenia and related disorders"
"1109","SRD","M",66.5,4.34,4.32,4.37,2.03,1.91,2.15,"Broad category","Schizophrenia and related disorders"
"1110","SRD","M",67,4.35,4.33,4.38,2.06,1.94,2.19,"Broad category","Schizophrenia and related disorders"
"1111","SRD","M",67.5,4.36,4.33,4.38,2.09,1.96,2.23,"Broad category","Schizophrenia and related disorders"
"1112","SRD","M",68,4.36,4.34,4.39,2.13,1.98,2.28,"Broad category","Schizophrenia and related disorders"
"1113","SRD","M",68.5,4.37,4.35,4.39,2.16,2.01,2.33,"Broad category","Schizophrenia and related disorders"
"1114","SRD","M",69,4.38,4.35,4.4,2.2,2.03,2.38,"Broad category","Schizophrenia and related disorders"
"1115","SRD","M",69.5,4.38,4.36,4.41,2.24,2.05,2.44,"Broad category","Schizophrenia and related disorders"
"1116","SRD","M",70,4.39,4.37,4.41,2.28,2.08,2.49,"Broad category","Schizophrenia and related disorders"
"1117","SRD","M",70.5,4.39,4.37,4.42,2.31,2.1,2.55,"Broad category","Schizophrenia and related disorders"
"1118","SRD","M",71,4.4,4.38,4.42,2.35,2.12,2.61,"Broad category","Schizophrenia and related disorders"
"1119","SRD","M",71.5,4.41,4.38,4.43,2.39,2.14,2.67,"Broad category","Schizophrenia and related disorders"
"1120","SRD","M",72,4.41,4.39,4.44,2.43,2.17,2.73,"Broad category","Schizophrenia and related disorders"
"1121","SRD","M",72.5,4.42,4.4,4.44,2.47,2.19,2.79,"Broad category","Schizophrenia and related disorders"
"1122","SRD","M",73,4.43,4.4,4.45,2.51,2.21,2.86,"Broad category","Schizophrenia and related disorders"
"1123","SRD","M",73.5,4.43,4.41,4.46,2.56,2.24,2.93,"Broad category","Schizophrenia and related disorders"
"1124","SRD","M",74,4.44,4.41,4.46,2.6,2.26,2.99,"Broad category","Schizophrenia and related disorders"
"1125","SRD","M",74.5,4.44,4.42,4.47,2.64,2.28,3.06,"Broad category","Schizophrenia and related disorders"
"1126","SRD","M",75,4.45,4.42,4.47,2.69,2.31,3.14,"Broad category","Schizophrenia and related disorders"
"1127","SRD","M",75.5,4.45,4.43,4.48,2.73,2.33,3.21,"Broad category","Schizophrenia and related disorders"
"1128","SRD","M",76,4.46,4.43,4.48,2.78,2.35,3.28,"Broad category","Schizophrenia and related disorders"
"1129","SRD","M",76.5,4.47,4.44,4.49,2.83,2.38,3.36,"Broad category","Schizophrenia and related disorders"
"1130","SRD","M",77,4.47,4.45,4.5,2.87,2.4,3.44,"Broad category","Schizophrenia and related disorders"
"1131","SRD","M",77.5,4.48,4.45,4.5,2.92,2.43,3.52,"Broad category","Schizophrenia and related disorders"
"1132","SRD","M",78,4.48,4.46,4.5,2.97,2.45,3.61,"Broad category","Schizophrenia and related disorders"
"1133","SRD","M",78.5,4.49,4.46,4.51,3.02,2.47,3.69,"Broad category","Schizophrenia and related disorders"
"1134","SRD","M",79,4.49,4.47,4.52,3.07,2.5,3.78,"Broad category","Schizophrenia and related disorders"
"1135","SRD","M",79.5,4.5,4.47,4.52,3.12,2.52,3.87,"Broad category","Schizophrenia and related disorders"
"1136","SRD","M",80,4.5,4.48,4.53,3.18,2.55,3.96,"Broad category","Schizophrenia and related disorders"
"1137","SCH","F",0,0,0,0,0,0,0,"Specific disorder","Schizophrenia"
"1138","SCH","F",10,0,0,0,0.43,0.38,0.49,"Specific disorder","Schizophrenia"
"1139","SCH","F",10.5,0,0,0,0.54,0.48,0.61,"Specific disorder","Schizophrenia"
"1140","SCH","F",11,0,0,0,0.67,0.6,0.75,"Specific disorder","Schizophrenia"
"1141","SCH","F",11.5,0,0,0,0.84,0.76,0.93,"Specific disorder","Schizophrenia"
"1142","SCH","F",12,0,0,0,1.05,0.95,1.15,"Specific disorder","Schizophrenia"
"1143","SCH","F",12.5,0,0,0,1.31,1.2,1.42,"Specific disorder","Schizophrenia"
"1144","SCH","F",13,0.01,0,0.01,1.63,1.51,1.76,"Specific disorder","Schizophrenia"
"1145","SCH","F",13.5,0.01,0.01,0.01,2.03,1.89,2.17,"Specific disorder","Schizophrenia"
"1146","SCH","F",14,0.01,0.01,0.02,2.5,2.36,2.66,"Specific disorder","Schizophrenia"
"1147","SCH","F",14.5,0.03,0.03,0.03,3.08,2.91,3.25,"Specific disorder","Schizophrenia"
"1148","SCH","F",15,0.04,0.04,0.05,3.75,3.57,3.93,"Specific disorder","Schizophrenia"
"1149","SCH","F",15.5,0.06,0.06,0.07,4.53,4.34,4.72,"Specific disorder","Schizophrenia"
"1150","SCH","F",16,0.09,0.08,0.09,5.4,5.2,5.61,"Specific disorder","Schizophrenia"
"1151","SCH","F",16.5,0.11,0.11,0.11,6.36,6.14,6.59,"Specific disorder","Schizophrenia"
"1152","SCH","F",17,0.13,0.13,0.14,7.39,7.15,7.64,"Specific disorder","Schizophrenia"
"1153","SCH","F",17.5,0.16,0.15,0.16,8.45,8.18,8.72,"Specific disorder","Schizophrenia"
"1154","SCH","F",18,0.19,0.18,0.19,9.48,9.18,9.79,"Specific disorder","Schizophrenia"
"1155","SCH","F",18.5,0.25,0.25,0.26,10.44,10.11,10.78,"Specific disorder","Schizophrenia"
"1156","SCH","F",19,0.31,0.3,0.32,11.26,10.9,11.63,"Specific disorder","Schizophrenia"
"1157","SCH","F",19.5,0.37,0.36,0.37,11.87,11.48,12.26,"Specific disorder","Schizophrenia"
"1158","SCH","F",20,0.42,0.41,0.43,12.21,11.82,12.62,"Specific disorder","Schizophrenia"
"1159","SCH","F",20.5,0.48,0.47,0.49,12.26,11.87,12.66,"Specific disorder","Schizophrenia"
"1160","SCH","F",21,0.54,0.53,0.54,12.02,11.64,12.4,"Specific disorder","Schizophrenia"
"1161","SCH","F",21.5,0.6,0.59,0.61,11.54,11.19,11.9,"Specific disorder","Schizophrenia"
"1162","SCH","F",22,0.65,0.64,0.66,10.88,10.55,11.22,"Specific disorder","Schizophrenia"
"1163","SCH","F",22.5,0.71,0.7,0.72,10.1,9.8,10.41,"Specific disorder","Schizophrenia"
"1164","SCH","F",23,0.75,0.74,0.76,9.25,8.97,9.54,"Specific disorder","Schizophrenia"
"1165","SCH","F",23.5,0.79,0.78,0.8,8.38,8.12,8.66,"Specific disorder","Schizophrenia"
"1166","SCH","F",24,0.83,0.82,0.84,7.53,7.28,7.8,"Specific disorder","Schizophrenia"
"1167","SCH","F",24.5,0.86,0.85,0.87,6.73,6.49,6.98,"Specific disorder","Schizophrenia"
"1168","SCH","F",25,0.9,0.89,0.91,6,5.76,6.24,"Specific disorder","Schizophrenia"
"1169","SCH","F",25.5,0.93,0.92,0.94,5.34,5.12,5.57,"Specific disorder","Schizophrenia"
"1170","SCH","F",26,0.96,0.94,0.97,4.76,4.55,4.98,"Specific disorder","Schizophrenia"
"1171","SCH","F",26.5,0.98,0.97,0.99,4.26,4.06,4.47,"Specific disorder","Schizophrenia"
"1172","SCH","F",27,1,0.99,1.01,3.84,3.66,4.03,"Specific disorder","Schizophrenia"
"1173","SCH","F",27.5,1.02,1.01,1.03,3.49,3.32,3.67,"Specific disorder","Schizophrenia"
"1174","SCH","F",28,1.04,1.03,1.06,3.22,3.06,3.38,"Specific disorder","Schizophrenia"
"1175","SCH","F",28.5,1.07,1.06,1.08,3,2.85,3.16,"Specific disorder","Schizophrenia"
"1176","SCH","F",29,1.09,1.07,1.1,2.84,2.7,2.98,"Specific disorder","Schizophrenia"
"1177","SCH","F",29.5,1.1,1.09,1.11,2.72,2.58,2.85,"Specific disorder","Schizophrenia"
"1178","SCH","F",30,1.12,1.11,1.13,2.62,2.5,2.75,"Specific disorder","Schizophrenia"
"1179","SCH","F",30.5,1.14,1.13,1.15,2.56,2.44,2.68,"Specific disorder","Schizophrenia"
"1180","SCH","F",31,1.16,1.14,1.17,2.52,2.4,2.64,"Specific disorder","Schizophrenia"
"1181","SCH","F",31.5,1.17,1.16,1.18,2.49,2.38,2.61,"Specific disorder","Schizophrenia"
"1182","SCH","F",32,1.19,1.17,1.2,2.48,2.36,2.6,"Specific disorder","Schizophrenia"
"1183","SCH","F",32.5,1.2,1.19,1.21,2.48,2.36,2.6,"Specific disorder","Schizophrenia"
"1184","SCH","F",33,1.22,1.2,1.23,2.48,2.36,2.61,"Specific disorder","Schizophrenia"
"1185","SCH","F",33.5,1.23,1.22,1.24,2.49,2.36,2.63,"Specific disorder","Schizophrenia"
"1186","SCH","F",34,1.24,1.23,1.25,2.5,2.36,2.64,"Specific disorder","Schizophrenia"
"1187","SCH","F",34.5,1.25,1.24,1.26,2.5,2.36,2.65,"Specific disorder","Schizophrenia"
"1188","SCH","F",35,1.26,1.25,1.28,2.51,2.36,2.66,"Specific disorder","Schizophrenia"
"1189","SCH","F",35.5,1.28,1.26,1.29,2.5,2.35,2.65,"Specific disorder","Schizophrenia"
"1190","SCH","F",36,1.28,1.27,1.3,2.48,2.33,2.63,"Specific disorder","Schizophrenia"
"1191","SCH","F",36.5,1.29,1.28,1.31,2.44,2.3,2.59,"Specific disorder","Schizophrenia"
"1192","SCH","F",37,1.31,1.29,1.32,2.39,2.26,2.54,"Specific disorder","Schizophrenia"
"1193","SCH","F",37.5,1.32,1.3,1.33,2.33,2.21,2.47,"Specific disorder","Schizophrenia"
"1194","SCH","F",38,1.33,1.31,1.34,2.27,2.15,2.4,"Specific disorder","Schizophrenia"
"1195","SCH","F",38.5,1.34,1.32,1.35,2.2,2.08,2.32,"Specific disorder","Schizophrenia"
"1196","SCH","F",39,1.35,1.33,1.36,2.12,2.01,2.24,"Specific disorder","Schizophrenia"
"1197","SCH","F",39.5,1.36,1.34,1.37,2.05,1.94,2.16,"Specific disorder","Schizophrenia"
"1198","SCH","F",40,1.36,1.35,1.38,1.97,1.87,2.08,"Specific disorder","Schizophrenia"
"1199","SCH","F",40.5,1.38,1.36,1.39,1.9,1.79,2.01,"Specific disorder","Schizophrenia"
"1200","SCH","F",41,1.38,1.37,1.4,1.83,1.72,1.94,"Specific disorder","Schizophrenia"
"1201","SCH","F",41.5,1.39,1.38,1.41,1.77,1.66,1.88,"Specific disorder","Schizophrenia"
"1202","SCH","F",42,1.4,1.39,1.42,1.71,1.6,1.82,"Specific disorder","Schizophrenia"
"1203","SCH","F",42.5,1.41,1.4,1.42,1.65,1.54,1.77,"Specific disorder","Schizophrenia"
"1204","SCH","F",43,1.42,1.4,1.43,1.61,1.5,1.73,"Specific disorder","Schizophrenia"
"1205","SCH","F",43.5,1.43,1.41,1.44,1.57,1.46,1.69,"Specific disorder","Schizophrenia"
"1206","SCH","F",44,1.43,1.42,1.45,1.54,1.43,1.66,"Specific disorder","Schizophrenia"
"1207","SCH","F",44.5,1.44,1.43,1.45,1.52,1.42,1.63,"Specific disorder","Schizophrenia"
"1208","SCH","F",45,1.45,1.43,1.46,1.51,1.41,1.62,"Specific disorder","Schizophrenia"
"1209","SCH","F",45.5,1.45,1.44,1.47,1.5,1.4,1.61,"Specific disorder","Schizophrenia"
"1210","SCH","F",46,1.46,1.45,1.48,1.5,1.4,1.6,"Specific disorder","Schizophrenia"
"1211","SCH","F",46.5,1.47,1.46,1.49,1.5,1.41,1.6,"Specific disorder","Schizophrenia"
"1212","SCH","F",47,1.48,1.47,1.5,1.5,1.41,1.6,"Specific disorder","Schizophrenia"
"1213","SCH","F",47.5,1.49,1.48,1.5,1.51,1.42,1.6,"Specific disorder","Schizophrenia"
"1214","SCH","F",48,1.5,1.48,1.51,1.51,1.43,1.61,"Specific disorder","Schizophrenia"
"1215","SCH","F",48.5,1.5,1.49,1.52,1.52,1.43,1.61,"Specific disorder","Schizophrenia"
"1216","SCH","F",49,1.51,1.49,1.52,1.52,1.43,1.62,"Specific disorder","Schizophrenia"
"1217","SCH","F",49.5,1.51,1.5,1.53,1.52,1.43,1.62,"Specific disorder","Schizophrenia"
"1218","SCH","F",50,1.52,1.51,1.53,1.51,1.42,1.62,"Specific disorder","Schizophrenia"
"1219","SCH","F",50.5,1.53,1.51,1.54,1.5,1.4,1.61,"Specific disorder","Schizophrenia"
"1220","SCH","F",51,1.54,1.52,1.55,1.48,1.38,1.59,"Specific disorder","Schizophrenia"
"1221","SCH","F",51.5,1.54,1.53,1.56,1.46,1.36,1.57,"Specific disorder","Schizophrenia"
"1222","SCH","F",52,1.55,1.54,1.56,1.42,1.32,1.53,"Specific disorder","Schizophrenia"
"1223","SCH","F",52.5,1.56,1.54,1.57,1.38,1.28,1.49,"Specific disorder","Schizophrenia"
"1224","SCH","F",53,1.56,1.55,1.58,1.33,1.24,1.43,"Specific disorder","Schizophrenia"
"1225","SCH","F",53.5,1.57,1.55,1.58,1.28,1.19,1.37,"Specific disorder","Schizophrenia"
"1226","SCH","F",54,1.57,1.56,1.59,1.22,1.14,1.31,"Specific disorder","Schizophrenia"
"1227","SCH","F",54.5,1.58,1.56,1.59,1.16,1.08,1.24,"Specific disorder","Schizophrenia"
"1228","SCH","F",55,1.58,1.57,1.6,1.1,1.03,1.18,"Specific disorder","Schizophrenia"
"1229","SCH","F",55.5,1.59,1.58,1.6,1.04,0.98,1.11,"Specific disorder","Schizophrenia"
"1230","SCH","F",56,1.6,1.58,1.61,0.99,0.92,1.05,"Specific disorder","Schizophrenia"
"1231","SCH","F",56.5,1.6,1.59,1.62,0.93,0.87,1,"Specific disorder","Schizophrenia"
"1232","SCH","F",57,1.61,1.59,1.62,0.88,0.83,0.95,"Specific disorder","Schizophrenia"
"1233","SCH","F",57.5,1.61,1.6,1.63,0.84,0.78,0.9,"Specific disorder","Schizophrenia"
"1234","SCH","F",58,1.62,1.6,1.63,0.79,0.74,0.86,"Specific disorder","Schizophrenia"
"1235","SCH","F",58.5,1.62,1.61,1.64,0.76,0.7,0.82,"Specific disorder","Schizophrenia"
"1236","SCH","F",59,1.63,1.61,1.64,0.72,0.67,0.78,"Specific disorder","Schizophrenia"
"1237","SCH","F",59.5,1.63,1.61,1.64,0.7,0.64,0.76,"Specific disorder","Schizophrenia"
"1238","SCH","F",60,1.63,1.62,1.65,0.67,0.62,0.73,"Specific disorder","Schizophrenia"
"1239","SCH","F",60.5,1.64,1.62,1.65,0.65,0.6,0.71,"Specific disorder","Schizophrenia"
"1240","SCH","F",61,1.64,1.63,1.66,0.64,0.59,0.7,"Specific disorder","Schizophrenia"
"1241","SCH","F",61.5,1.64,1.63,1.66,0.63,0.58,0.69,"Specific disorder","Schizophrenia"
"1242","SCH","F",62,1.65,1.63,1.66,0.62,0.57,0.68,"Specific disorder","Schizophrenia"
"1243","SCH","F",62.5,1.65,1.64,1.67,0.62,0.57,0.67,"Specific disorder","Schizophrenia"
"1244","SCH","F",63,1.66,1.64,1.67,0.62,0.57,0.67,"Specific disorder","Schizophrenia"
"1245","SCH","F",63.5,1.66,1.64,1.67,0.62,0.57,0.67,"Specific disorder","Schizophrenia"
"1246","SCH","F",64,1.66,1.65,1.68,0.62,0.57,0.68,"Specific disorder","Schizophrenia"
"1247","SCH","F",64.5,1.67,1.65,1.68,0.63,0.58,0.68,"Specific disorder","Schizophrenia"
"1248","SCH","F",65,1.67,1.65,1.68,0.64,0.59,0.69,"Specific disorder","Schizophrenia"
"1249","SCH","F",65.5,1.67,1.66,1.69,0.64,0.59,0.7,"Specific disorder","Schizophrenia"
"1250","SCH","F",66,1.68,1.66,1.69,0.66,0.6,0.71,"Specific disorder","Schizophrenia"
"1251","SCH","F",66.5,1.68,1.66,1.69,0.67,0.61,0.73,"Specific disorder","Schizophrenia"
"1252","SCH","F",67,1.68,1.67,1.7,0.68,0.62,0.75,"Specific disorder","Schizophrenia"
"1253","SCH","F",67.5,1.68,1.67,1.7,0.69,0.63,0.77,"Specific disorder","Schizophrenia"
"1254","SCH","F",68,1.69,1.67,1.7,0.71,0.64,0.79,"Specific disorder","Schizophrenia"
"1255","SCH","F",68.5,1.69,1.67,1.7,0.72,0.65,0.81,"Specific disorder","Schizophrenia"
"1256","SCH","F",69,1.69,1.68,1.71,0.74,0.65,0.83,"Specific disorder","Schizophrenia"
"1257","SCH","F",69.5,1.69,1.68,1.71,0.75,0.66,0.86,"Specific disorder","Schizophrenia"
"1258","SCH","F",70,1.7,1.68,1.71,0.77,0.67,0.88,"Specific disorder","Schizophrenia"
"1259","SCH","F",70.5,1.7,1.68,1.71,0.78,0.68,0.91,"Specific disorder","Schizophrenia"
"1260","SCH","F",71,1.7,1.69,1.72,0.8,0.69,0.93,"Specific disorder","Schizophrenia"
"1261","SCH","F",71.5,1.7,1.69,1.72,0.82,0.69,0.96,"Specific disorder","Schizophrenia"
"1262","SCH","F",72,1.71,1.69,1.72,0.83,0.7,0.99,"Specific disorder","Schizophrenia"
"1263","SCH","F",72.5,1.71,1.69,1.72,0.85,0.71,1.02,"Specific disorder","Schizophrenia"
"1264","SCH","F",73,1.71,1.7,1.73,0.87,0.72,1.05,"Specific disorder","Schizophrenia"
"1265","SCH","F",73.5,1.71,1.7,1.73,0.89,0.72,1.09,"Specific disorder","Schizophrenia"
"1266","SCH","F",74,1.71,1.7,1.73,0.9,0.73,1.12,"Specific disorder","Schizophrenia"
"1267","SCH","F",74.5,1.72,1.7,1.73,0.92,0.74,1.15,"Specific disorder","Schizophrenia"
"1268","SCH","F",75,1.72,1.7,1.73,0.94,0.75,1.19,"Specific disorder","Schizophrenia"
"1269","SCH","F",75.5,1.72,1.71,1.74,0.96,0.75,1.23,"Specific disorder","Schizophrenia"
"1270","SCH","F",76,1.72,1.71,1.74,0.98,0.76,1.26,"Specific disorder","Schizophrenia"
"1271","SCH","F",76.5,1.72,1.71,1.74,1,0.77,1.3,"Specific disorder","Schizophrenia"
"1272","SCH","F",77,1.73,1.71,1.74,1.02,0.78,1.34,"Specific disorder","Schizophrenia"
"1273","SCH","F",77.5,1.73,1.71,1.74,1.04,0.78,1.39,"Specific disorder","Schizophrenia"
"1274","SCH","F",78,1.73,1.71,1.74,1.06,0.79,1.43,"Specific disorder","Schizophrenia"
"1275","SCH","F",78.5,1.73,1.72,1.75,1.09,0.8,1.48,"Specific disorder","Schizophrenia"
"1276","SCH","F",79,1.73,1.72,1.75,1.11,0.81,1.52,"Specific disorder","Schizophrenia"
"1277","SCH","F",79.5,1.74,1.72,1.75,1.13,0.81,1.57,"Specific disorder","Schizophrenia"
"1278","SCH","F",80,1.74,1.72,1.75,1.15,0.82,1.62,"Specific disorder","Schizophrenia"
"1279","SCH","M",0,0,0,0,0,0,0,"Specific disorder","Schizophrenia"
"1280","SCH","M",10,0,0,0,0.2,0.17,0.23,"Specific disorder","Schizophrenia"
"1281","SCH","M",10.5,0,0,0,0.25,0.22,0.29,"Specific disorder","Schizophrenia"
"1282","SCH","M",11,0,0,0,0.33,0.29,0.38,"Specific disorder","Schizophrenia"
"1283","SCH","M",11.5,0,0,0,0.43,0.38,0.48,"Specific disorder","Schizophrenia"
"1284","SCH","M",12,0,0,0,0.55,0.49,0.62,"Specific disorder","Schizophrenia"
